gbifID	scientificName	decimalLatitude	decimalLongitude	day	month	year	countryCode	stateProvince	DataSetID/Name	Elevation	kingdom	phylum	class	order	family	MaxTemp1	MinTemp1	Temp1	Humi1	Prec1	Rain1	SolarRad1	WindSpeed1	MaxTemp0	MinTemp0	Temp0	Humi0	Prec0	Rain0	SolarRad0	WindSpeed0
3962335480	Scinax tsachila	-2.0801	-79.90968	4	4	2022	EC	Guayas	Bioweb	63	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335463	Leptodactylus labrosus	-2.17159	-79.92721	22	3	2022	EC	Guayas	Bioweb	181	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	25.0	27.0	83.5	0.7	1	13.0	148.5	30.0	22.8	26.1	88.2	26.1	1	13.0	148.5
3962335462	Engystomops pustulatus	-2.16912	-79.92489	22	3	2022	EC	Guayas	Bioweb	61	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	25.0	27.0	83.5	0.7	1	13.0	148.5	30.0	22.8	26.1	88.2	26.1	1	13.0	148.5
3962335461	Engystomops pustulatus	-2.16912	-79.92489	22	3	2022	EC	Guayas	Bioweb	61	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	25.0	27.0	83.5	0.7	1	13.0	148.5	30.0	22.8	26.1	88.2	26.1	1	13.0	148.5
3962335460	Leptodactylus labrosus	-2.17062	-79.92552	24	3	2022	EC	Guayas	Bioweb	93	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335459	Leptodactylus labrosus	-2.17062	-79.92552	24	3	2022	EC	Guayas	Bioweb	93	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335458	Leptodactylus labrosus	-2.17084	-79.92537	24	3	2022	EC	Guayas	Bioweb	82	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335457	Leptodactylus labrosus	-2.17084	-79.92537	24	3	2022	EC	Guayas	Bioweb	82	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335456	Engystomops pustulatus	-2.17084	-79.92537	24	3	2022	EC	Guayas	Bioweb	82	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335455	Leptodactylus labrosus	-2.17084	-79.92537	24	3	2022	EC	Guayas	Bioweb	82	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335454	Leptodactylus labrosus	-2.17084	-79.92537	24	3	2022	EC	Guayas	Bioweb	82	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335437	Osteocephalus mutabor	-0.98899	-77.38255	30	10	2019	EC	Napo	Bioweb	432	Animal	Chordata	Amphibia	Anura	Hylidae	30.0	20.3	24.4	87.8	0.2	1	11.2	227.3	32.0	18.8	24.8	84.9	20.0	1	11.2	227.3
3962335430	Scinax tsachila	-2.07992	-79.90959	4	4	2022	EC	Guayas	Bioweb	61	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335427	Scinax tsachila	-2.07992	-79.90951	4	4	2022	EC	Guayas	Bioweb	59	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335426	Scinax tsachila	-2.07992	-79.90959	4	4	2022	EC	Guayas	Bioweb	61	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335424	Scinax tsachila	-2.0798	-79.90947	4	4	2022	EC	Guayas	Bioweb	60	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335423	Leptodactylus labrosus	-2.07992	-79.90951	4	4	2022	EC	Guayas	Bioweb	59	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335422	Trachycephalus jordani	-2.0798	-79.90947	4	4	2022	EC	Guayas	Bioweb	60	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335420	Leptodactylus labrosus	-2.0798	-79.90947	4	4	2022	EC	Guayas	Bioweb	60	Animal	Chordata	Amphibia	Anura	Leptodactylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335418	Trachycephalus jordani	-2.07967	-79.90894	4	4	2022	EC	Guayas	Bioweb	42	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335417	Rhinella horribilis	-2.07981	-79.90926	4	4	2022	EC	Guayas	Bioweb	55	Animal	Chordata	Amphibia	Anura	Bufonidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335416	Trachycephalus jordani	-2.07975	-79.90888	4	4	2022	EC	Guayas	Bioweb	52	Animal	Chordata	Amphibia	Anura	Hylidae	30.8	24.0	27.5	76.9	0.0	0	22.3	275.7	31.0	24.0	27.6	75.6	0.0	0	22.3	275.7
3962335391	Dendropsophus bifurcus	-1.65093	-77.92137	11	10	2013	EC	Pastaza	Bioweb	799	Animal	Chordata	Amphibia	Anura	Hylidae	26.0	14.1	18.6	85.9	6.617	1	9.0	240.9	25.5	12.7	17.9	84.2	48.375	1	9.0	240.9
3962335390	Dendropsophus brevifrons	-1.35132	-77.86639	12	10	2013	EC	Pastaza	Bioweb	957	Animal	Chordata	Amphibia	Anura	Hylidae	23.2	15.1	17.9	87.8	8.0	1	8.6	303.2	26.0	14.1	18.5	85.8	7.0	1	8.6	303.2
3962335386	Dendropsophus sarayacuensis	-1.31609	-77.68576	14	9	2013	EC	Pastaza	Bioweb	600	Animal	Chordata	Amphibia	Anura	Hylidae	27.8	19.0	23.5	89.5	21.3	1	8.1	309.5	28.9	16.7	23.2	87.1	11.0	1	8.1	309.5
3962335384	Dendropsophus sarayacuensis	-1.31609	-77.68576	14	9	2013	EC	Pastaza	Bioweb	600	Animal	Chordata	Amphibia	Anura	Hylidae	27.8	19.0	23.5	89.5	21.3	1	8.1	309.5	28.9	16.7	23.2	87.1	11.0	1	8.1	309.5
3962335326	Chironius scurrulus	-0.02485	-76.66547	28	7	2021	EC	Sucumbíos	Bioweb	274	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	30.4	19.8	24.6	86.6	0.6	1	7.6	195.0	30.0	20.1	24.4	86.6	0.5	1	7.6	195.0
3962335325	Alopoglossus carinicaudatus	0.39991	-76.29143	7	7	2021	EC	Sucumbíos	Bioweb	257	Animal	Chordata	Reptilia	Squamata: Sauria	Alopoglossidae	30.1	19.2	23.7	86.3	0.0	0	12.3	262.1	27.0	19.2	22.5	93.4	2.7	1	12.3	262.1
3962335323	Pseudogonatodes guianensis	-0.32344	-76.76537	24	6	2021	EC	Orellana	Bioweb	260	Animal	Chordata	Reptilia	Squamata: Sauria	Sphaerodactylidae	30.6	13.9	23.1	86.6	2.005	1	10.8	159.6	24.8	15.4	21.7	93.4	35.572	1	10.8	159.6
3962335322	Alopoglossus carinicaudatus	-0.78038	-77.09695	29	11	2021	EC	Orellana	Bioweb	360	Animal	Chordata	Reptilia	Squamata: Sauria	Alopoglossidae	28.0	13.4	22.9	95.1	30.0	1	18.4	195.2	32.0	14.7	24.8	89.3	5.0	1	18.4	195.2
3962335321	Cercosaura oshaughnessyi	-0.33479	-76.65357	7	7	2021	EC	Sucumbíos	Bioweb	270	Animal	Chordata	Reptilia	Squamata: Sauria	Gymnophthalmidae	29.6	9.6	22.0	83.6	1.756	1	18.2	264.3	26.6	11.5	21.0	82.4	0.092	1	18.2	264.3
3962335320	Erythrolamprus aesculapii	-0.18665	-76.66058	2	7	2021	EC	Sucumbíos	Bioweb	265	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	26.7	15.5	21.7	84.4	0.0	0	14.8	202.1	23.6	13.4	20.3	91.6	8.678	1	14.8	202.1
3962335319	Atractus major	-0.20116	-76.76746	10	8	2021	EC	Sucumbíos	Bioweb	282	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	29.0	20.4	23.8	86.9	2.6	1	12.9	126.2	29.3	21.0	23.8	88.9	0.0	0	12.9	126.2
3962335318	Anolis williamsmittermeierorum	-3.86399	-78.51665	21	12	2021	EC	Zamora Chinchipe	Bioweb	1608	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	26.6	16.7	21.1	75.3	0.7	1	5.4	265.4	26.2	14.2	20.4	81.5	10.0	1	5.4	265.4
3962335317	Anolis trachyderma	-0.68666	-76.43005	3	3	2022	EC	Orellana	Bioweb	244	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	30.0	13.9	22.6	89.1	6.0	1	14.9	65.5	29.0	13.9	22.6	91.4	45.0	1	14.9	65.5
3962335316	Anolis trachyderma	-0.68666	-76.43005	3	3	2022	EC	Orellana	Bioweb	244	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	30.0	13.9	22.6	89.1	6.0	1	14.9	65.5	29.0	13.9	22.6	91.4	45.0	1	14.9	65.5
3962335300	Erythrolamprus albiventris	-0.2497	-78.48934	1	6	2021	EC	Pichincha	Bioweb	2857	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	21.8	10.0	14.7	81.1	0.1	1	23.9	194.4	21.3	9.1	14.1	81.9	0.0	0	23.9	194.4
3962335295	Chironius scurrulus	-0.40694	-76.87699	4	10	2021	EC	Guayas	Bioweb	267	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	30.9	22.1	25.2	90.5	3.9	1	17.3	221.5	32.6	14.2	24.9	89.7	12.257	1	17.3	221.5
3962335294	Bothrops taeniatus	-0.72395	-76.88794	11	9	2021	EC	Orellana	Bioweb	296	Animal	Chordata	Reptilia	Squamata: Serpentes	Viperidae	29.9	21.9	24.5	87.8	2.3	1	21.0	186.5	30.3	22.2	25.1	86.2	0.0	0	21.0	186.5
3962335286	Atractus collaris	-0.49547	-76.07705	10	1	2022	EC	Orellana	Bioweb	217	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	33.5	12.7	24.8	73.6	0.8	1	22.3	200.7	30.1	9.4	24.0	82.2	0.2	1	22.3	200.7
3962335284	Potamites ecpleopus	-0.92233	-76.847	14	12	2021	EC	Orellana	Bioweb	301	Animal	Chordata	Reptilia	Squamata: Sauria	Gymnophthalmidae	32.0	20.3	25.8	87.4	22.0	1	9.4	237.9	32.0	14.2	25.5	84.6	4.0	1	9.4	237.9
3962335282	Cercosaura manicata	0.18837	-77.30604	26	1	2022	EC	Sucumbíos	Bioweb	761	Animal	Chordata	Reptilia	Squamata: Sauria	Gymnophthalmidae	28.8	13.7	22.7	90.4	2.0	1	9.4	235.5	26.4	11.2	21.9	94.5	8.0	1	9.4	235.5
3962335281	Chironius fuscus	-0.40646	-77.07083	25	11	2021	EC	Orellana	Bioweb	264	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	24.4	21.4	22.9	96.7	11.03	1	14.4	150.0	29.0	14.7	24.4	89.9	5.3	1	14.4	150.0
3962335280	Helicops angulatus	-0.54203	-76.10124	10	1	2022	EC	Orellana	Bioweb	234	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	33.5	12.7	24.8	73.6	0.8	1	22.3	200.7	30.1	9.4	24.0	82.2	0.2	1	22.3	200.7
3962335279	Hydrops triangularis	0.08899	-76.71472	29	6	2021	EC	Sucumbíos	Bioweb	304	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	28.0	14.1	22.9	85.3	2.3	1	18.2	136.7	27.1	19.3	22.1	95.1	8.08	1	18.2	136.7
3962335276	Anolis ortonii	0.08794	-76.70825	29	6	2021	EC	Sucumbíos	Bioweb	304	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	28.0	14.1	22.9	85.3	2.3	1	18.2	136.7	27.1	19.3	22.1	95.0	8.125	1	18.2	136.7
3962335275	Erythrolamprus reginae	-0.25526	-76.80099	17	10	2021	EC	Orellana	Bioweb	281	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	30.0	20.9	24.9	87.1	0.209	1	11.2	231.6	27.9	13.1	23.5	90.0	8.219	1	11.2	231.6
3962335273	Chironius exoletus	-0.28873	-76.81013	15	10	2021	EC	Orellana	Bioweb	271	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	32.1	12.6	24.7	88.1	2.873	1	9.9	271.2	35.1	22.6	27.9	79.6	1.8	1	9.9	271.2
3962335271	Alopoglossus carinicaudatus	-0.08957	-76.92146	19	9	2021	EC	Pichincha	Bioweb	321	Animal	Chordata	Reptilia	Squamata: Sauria	Alopoglossidae	33.0	21.6	26.1	79.0	0.1	1	9.4	253.0	30.0	21.6	25.5	83.5	0.7	1	9.4	253.0
3962335270	Oxyrhopus petolarius	-0.08957	-76.92146	19	9	2021	EC	Pichincha	Bioweb	321	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	33.0	21.6	26.1	79.0	0.1	1	9.4	253.0	30.0	21.6	25.5	83.5	0.7	1	9.4	253.0
3962335268	Oxybelis transandinus	-2.19513	-79.85678	21	2	2022	EC	Guayas	Bioweb	10	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335267	Leptophis occidentalis	-2.23212	-79.84888	22	2	2022	EC	Guayas	Bioweb	9	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Colubrinae	29.2	24.8	26.3	79.4	0.7	1	13.0	113.1	29.0	23.8	26.2	77.8	0.7	1	13.0	113.1
3962335266	Pseudoboa coronata	-0.29159	-76.82851	18	10	2021	EC	Orellana	Bioweb	283	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	32.0	13.2	25.2	82.9	2.716	1	12.8	231.0	30.0	21.2	24.9	87.0	0.164	1	12.8	231.0
3962335263	Hemidactylus frenatus	-2.19828	-79.85739	21	2	2022	EC	Guayas	Bioweb	9	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335262	Leptodeira ornata	-2.19589	-79.85694	21	2	2022	EC	Guayas	Bioweb	14	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335261	Leptodeira ornata	-2.23216	-79.84878	22	2	2022	EC	Guayas	Bioweb	5	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	29.2	24.8	26.3	79.4	0.7	1	13.0	113.1	29.0	23.8	26.2	77.8	0.7	1	13.0	113.1
3962335258	Anolis binotatus	-2.22545	-79.86611	3	3	2022	EC	Guayas	Bioweb	4	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	30.0	23.0	26.2	84.4	42.0	1	18.4	195.0	29.0	22.0	25.5	86.0	26.1	1	18.4	195.0
3962335252	Hemidactylus frenatus	-2.19708	-79.85703	21	2	2022	EC	Guayas	Bioweb	8	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335250	Hemidactylus frenatus	-2.19588	-79.85691	21	2	2022	EC	Guayas	Bioweb	11	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335249	Hemidactylus frenatus	-2.19504	-79.85681	21	2	2022	EC	Guayas	Bioweb	10	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335245	Gonatodes caudiscutatus	-2.22577	-79.86627	3	3	2022	EC	Guayas	Bioweb	16	Animal	Chordata	Reptilia	Squamata: Sauria	Sphaerodactylidae	30.0	23.0	26.2	84.4	42.0	1	18.4	195.0	29.0	22.0	25.5	86.0	26.1	1	18.4	195.0
3962335243	Stenocercus iridescens	-2.22589	-79.8667	3	3	2022	EC	Guayas	Bioweb	15	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Tropidurinae	30.0	23.0	26.2	84.4	42.0	1	18.4	195.0	29.0	22.0	25.5	86.0	26.1	1	18.4	195.0
3962335239	Anolis festae	-2.19933	-79.86065	21	2	2022	EC	Guayas	Bioweb	7	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	29.0	23.8	26.2	77.8	0.7	1	14.8	153.6	31.0	25.0	27.4	71.6	0.0	0	14.8	153.6
3962335229	Leptodeira ornata	-2.15148	-79.96556	17	3	2022	EC	Guayas	Bioweb	109	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335228	Dipsas georgejetti	-2.01093	-79.97601	19	4	2022	EC	Guayas	Bioweb	62	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	32.0	24.0	27.0	80.9	7.0	1	24.1	240.6	33.0	24.0	27.6	72.2	0.0	0	24.1	240.6
3962335227	Dipsas georgejetti	-2.14513	-79.96325	17	3	2022	EC	Guayas	Bioweb	99	Animal	Chordata	Reptilia	Squamata: Serpentes	Colubridae: Dipsadinae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335225	Gonatodes caudiscutatus	-2.22085	-79.87023	22	2	2022	EC	Guayas	Bioweb	5	Animal	Chordata	Reptilia	Squamata: Sauria	Sphaerodactylidae	29.2	24.8	26.3	79.4	0.7	1	13.0	113.1	29.0	23.8	26.2	77.8	0.7	1	13.0	113.1
3962335224	Hemidactylus frenatus	-2.14508	-79.96316	17	3	2022	EC	Guayas	Bioweb	92	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335223	Telmatobius hintoni	-17.49814	-65.79729	17	8	2021	BO	Unknown	Bioweb	2917	Animal	Chordata	Amphibia	Anura	Telmatobiidae	29.0	6.0	17.3	33.8	0.0	0	11.2	202.3	29.0	5.0	16.8	33.4	0.0	0	11.2	202.3
3962335222	Telmatobius hintoni	-17.49814	-65.79729	17	8	2021	BO	Unknown	Bioweb	2917	Animal	Chordata	Amphibia	Anura	Telmatobiidae	29.0	6.0	17.3	33.8	0.0	0	11.2	202.3	29.0	5.0	16.8	33.4	0.0	0	11.2	202.3
3962335221	Hemidactylus frenatus	-2.14559	-79.96312	17	3	2022	EC	Guayas	Bioweb	83	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335220	Hemidactylus frenatus	-2.14621	-79.96401	17	3	2022	EC	Guayas	Bioweb	103	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335219	Hemidactylus frenatus	-2.1463	-79.96413	17	3	2022	EC	Guayas	Bioweb	99	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335216	Hemidactylus frenatus	-2.14882	-79.96734	17	3	2022	EC	Guayas	Bioweb	86	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335213	Hemidactylus frenatus	-2.15053	-79.96114	17	3	2022	EC	Guayas	Bioweb	85	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	83.1	6.8	1	22.3	164.6	30.1	25.1	27.4	80.8	0.2	1	22.3	164.6
3962335210	Hemidactylus frenatus	-2.17062	-79.92552	24	3	2022	EC	Guayas	Bioweb	93	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	30.0	24.2	27.2	84.6	12.3	1	14.8	153.0	30.0	26.0	27.4	82.0	0.0	0	14.8	153.0
3962335209	Hemidactylus frenatus	-2.1615	-79.90202	30	3	2022	EC	Guayas	Bioweb	13	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335208	Hemidactylus frenatus	-2.16221	-79.90186	30	3	2022	EC	Guayas	Bioweb	19	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335207	Hemidactylus frenatus	-2.16533	-79.89897	30	3	2022	EC	Guayas	Bioweb	10	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335206	Hemidactylus frenatus	-2.16551	-79.8984	30	3	2022	EC	Guayas	Bioweb	11	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335205	Anolis sagrei	-2.16549	-79.89869	30	3	2022	EC	Guayas	Bioweb	12	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335204	Anolis sagrei	-2.16549	-79.89869	30	3	2022	EC	Guayas	Bioweb	12	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	32.0	25.0	27.8	79.1	0.0	0	18.4	155.7	30.0	24.9	27.2	83.1	6.1	1	18.4	155.7
3962335203	Anolis sagrei	-2.14549	-79.86972	20	2	2022	EC	Guayas	Bioweb	13	Animal	Chordata	Reptilia	Squamata: Sauria	Iguanidae: Dactyloinae	31.0	25.0	27.4	71.6	0.0	0	14.8	213.3	31.0	24.0	27.0	78.8	0.0	0	14.8	213.3
3962335202	Hemidactylus frenatus	-2.18527	-79.89951	31	3	2022	EC	Guayas	Bioweb	5	Animal	Chordata	Reptilia	Squamata: Sauria	Gekkonidae	31.0	24.0	27.0	82.4	2.0	1	16.6	231.4	32.0	25.0	27.8	79.1	0.0	0	16.6	231.4
